CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
526,33,33,Male,Same as sex,5+ years of college,"Business operations specialists, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.79298817073032,-0.799813541338667,0.647426817247067,236.022834532343,7,4.39772727272727,TRUE,FALSE,English,359,7,7,5,7,7,6,6,4,4,4,1,1,2,3,2,1,1,1,1,1,2,1,2,3,2,2,3,2,2,5,2,5,5,3,6,6,1,1,2,2,1,2,1,1,1,1,1,1,1,6,5,2,5,1,6,2,3,2,5,7,3,3,6,4,5,4,1,1,1,3,1,2,1,1,4,4,1,2,1,2,1,1,2,2,2,1,3,1,3,6,3,3,6,6,5,2,1,3,2,1,2,2,3,1,3,1,4,1,5,1,2,1,1,1,1,1,1,2,1,2,2,1,2,3,1,6,1,1,1,2,3,3,6,6,2,3,1,5,2,1,5,1,2,6,7,6,5,7,1,1,4,2,3,3,6,3,7,5,3,2,6,2,7,2,2,2,5,6,2,5,5,3,3,2,3,2,2,2,5,5,5,5,3,3,6,6,6,4,5,5,6,5
1030,41,41,Female,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.893174097788251,-0.80763738110068,0.718181010178269,234.69098196895,7,6.16287878787879,TRUE,FALSE,English,156,7,7,7,7,7,7,2,2,2,2,4,5,6,1,3,2,5,6,6,2,5,6,5,5,5,6,7,5,6,7,6,4,5,7,7,4,5,7,5,5,3,4,1,1,1,1,1,1,1,6,6,6,4,6,6,7,5,5,6,5,3,6,7,6,6,4,3,5,5,5,7,6,7,6,5,7,4,4,5,6,7,6,2,7,3,3,7,4,4,6,7,7,5,6,6,1,2,5,2,5,2,2,4,2,5,3,5,6,7,5,3,2,2,4,6,6,6,7,6,6,6,6,7,6,6,6,4,6,4,3,3,4,2,2,4,6,7,5,2,2,7,5,4,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,4,2,7,7,6,6,6,7,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
532,29,29,Female,Same as sex,3 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.946654011565959,-0.711156053591353,0.699134251672873,208.773376993657,7,6.13636363636364,TRUE,FALSE,English,264,6,5,5,6,4,3,2,2,3,2,2,5,6,5,2,2,2,2,6,5,2,5,3,3,6,6,7,5,6,5,6,3,2,5,5,5,5,5,6,5,4,5,1,2,1,1,2,1,1,6,6,6,6,6,6,6,5,6,6,7,6,5,6,6,6,7,4,6,5,5,7,6,6,3,2,3,6,4,5,6,5,6,6,6,3,2,6,6,5,3,5,6,7,6,6,2,2,6,5,2,6,3,3,6,6,4,6,5,6,6,6,3,6,2,7,6,5,2,5,6,6,6,3,6,6,6,6,5,3,5,2,3,3,2,2,3,3,5,3,2,5,3,2,5,5,5,6,6,2,2,5,6,7,2,6,5,7,7,4,2,3,4,6,2,6,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,
539,31,31,Female,Same as sex,4 years of college,Web and digital interface designers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.925059991888403,-0.499001035771908,0.774638565367804,212.066108175336,12,5.3030303030303,TRUE,FALSE,English,141,5,5,4,4,4,5,6,6,5,6,2,3,4,2,3,4,2,4,4,5,3,2,3,5,3,3,6,5,2,4,3,3,6,4,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,7,6,6,6,7,6,6,7,6,6,6,6,6,6,6,4,1,1,2,2,1,2,1,4,1,1,2,1,2,1,2,5,3,2,4,4,6,6,7,6,3,5,6,4,1,1,1,1,1,5,2,1,4,1,1,1,2,1,1,1,1,1,1,5,5,4,3,3,2,5,2,2,5,5,6,4,4,3,6,5,7,6,6,2,3,3,1,1,1,6,3,4,4,4,4,5,6,3,5,6,5,6,1,6,5,7,7,6,2,4,5,6,2,4,4,6,6,6,5,5,6,5,5,6,6,6,6,6,6,6,5,6,6,6,5,6,6,6,2,5,5
542,44,44,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.862833379065209,-0.223402421312808,0.535483158881065,206.597841992331,6,3.39015151515152,TRUE,FALSE,English,267,6,7,4,7,6,6,4,4,4,5,2,3,3,5,3,6,3,2,5,5,5,3,5,5,3,4,5,4,3,6,3,5,6,7,7,6,2,2,5,5,5,5,2,5,1,5,6,1,1,7,7,6,6,6,7,5,7,6,7,7,6,6,6,6,6,6,3,3,3,3,2,5,1,3,5,2,4,3,2,3,4,5,3,4,5,2,3,6,2,5,6,6,6,3,6,2,3,2,2,6,6,5,3,2,5,2,2,5,6,1,4,3,5,5,5,3,6,5,5,3,5,3,3,6,3,5,6,4,6,2,2,3,3,5,2,4,3,5,2,1,5,2,2,6,6,7,5,6,3,4,2,6,6,3,5,6,7,5,4,4,2,5,6,6,2,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,
544,22,22,Female,Same as sex,4 years of college,Medical and health services managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.829081472331464,-0.694143863550044,0.792795175177305,161.378748853559,9,8.60984848484848,TRUE,FALSE,English,4,4,4,5,5,5,4,6,6,5,6,4,1,3,2,3,3,4,3,4,3,3,4,5,6,2,2,2,2,2,4,2,5,6,6,6,4,3,4,2,3,2,4,4,5,4,4,4,3,5,6,6,5,5,6,6,6,5,4,5,4,4,6,5,5,6,6,2,2,1,1,1,6,1,1,2,4,1,2,1,2,2,2,6,5,4,6,4,2,6,5,5,2,6,6,6,3,5,5,4,4,6,3,3,5,3,3,5,3,5,6,5,6,6,5,3,4,3,3,2,4,3,2,3,3,4,4,3,3,3,5,3,4,5,5,6,3,6,6,6,6,6,5,4,6,6,3,6,7,4,4,3,5,6,6,6,6,6,6,6,6,6,4,3,3,5,4,4,5,5,3,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,5,6,6,6,4,4,6
543,37,37,Male,Same as sex,5+ years of college,Computer and information research scientists,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.906266523579202,-0.436432286684689,0.569522523035756,261.277507928771,7,3.09090909090909,TRUE,FALSE,English,330,7,7,4,7,4,6,4,2,3,1,5,5,5,5,7,7,6,6,7,7,6,6,7,7,6,7,7,6,6,5,7,4,7,6,7,7,2,5,6,7,6,5,6,6,5,5,6,5,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,2,1,5,6,6,4,1,6,6,2,4,1,4,6,3,5,1,1,2,1,1,3,1,3,4,4,6,7,6,7,6,7,5,1,1,6,4,1,5,1,2,6,7,1,5,1,1,6,6,7,7,7,7,6,6,7,5,6,6,5,7,6,6,2,2,2,5,2,1,2,5,5,6,4,4,3,3,7,7,7,7,7,1,1,5,7,6,1,3,2,7,7,7,2,1,2,7,6,5,1,7,7,5,5,2,5,2,2,4,6,2,4,5,6,5,5,7,7,7,7,6,5,4,5,5,6
547,28,28,Male,Same as sex,5+ years of college,Executive secretaries and executive administrative assistants,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.901070468804765,-0.468669194111801,0.567829721022997,168.182000822991,6,5.20454545454545,TRUE,FALSE,English,336,5,3,5,4,6,4,6,6,6,6,2,3,2,3,3,3,3,4,4,3,4,4,3,5,5,5,3,5,4,5,4,4,5,1,4,5,2,2,2,2,2,2,5,5,4,6,4,5,5,5,4,5,4,4,5,5,5,4,5,6,5,5,5,4,5,4,4,1,2,2,2,6,4,2,3,2,1,4,3,2,3,1,5,4,5,4,5,6,4,5,5,4,5,5,5,5,5,5,4,4,3,3,3,5,4,4,5,4,5,5,5,5,3,4,5,5,4,5,3,3,4,3,5,6,5,5,5,5,4,5,5,5,6,6,4,3,3,5,4,5,5,6,5,7,7,7,7,7,6,4,3,5,5,6,6,5,5,4,4,5,6,4,5,5,4,3,5,4,4,6,5,5,5,4,4,5,6,6,6,6,5,7,6,5,4,5,4,4,6,5,5,5
562,58,58,Male,Same as sex,5+ years of college,Social and community service managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.952276945291157,-0.749089965087845,0.833130909117332,227.389073244546,11,3.36363636363636,TRUE,FALSE,English,3533,7,7,7,7,7,7,6,6,6,6,1,1,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,7,6,7,7,1,1,1,2,4,1,1,1,1,1,1,1,1,5,3,5,5,4,5,4,5,5,3,3,5,3,5,5,5,5,2,1,7,1,2,2,2,2,2,1,1,1,1,2,1,1,5,5,6,5,5,6,5,4,3,6,7,6,7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,5,6,5,6,7,4,5,1,1,1,1,4,4,2,7,7,6,7,7,1,1,4,7,7,2,5,1,7,4,4,2,4,7,4,2,3,3,3,1,1,6,6,6,6,7,7,7,7,6,4,7,7,4,7,7,7,7,7,7,7,6,7,7
549,28,28,Male,Same as sex,5+ years of college,Construction managers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.78426852461176,-0.40004817412217,0.605244091899983,269.133952183041,7,5.85227272727273,TRUE,FALSE,English,258,6,6,6,6,7,6,6,6,7,6,3,2,2,2,2,1,2,2,2,2,2,2,2,1,4,4,5,5,6,5,5,2,2,2,2,2,2,3,3,3,3,2,6,5,5,6,6,5,5,6,6,6,4,4,6,6,7,6,7,7,6,6,3,6,5,6,2,2,1,1,3,2,2,2,2,2,1,2,2,3,2,2,2,2,2,5,6,2,7,4,2,3,5,2,5,2,3,2,2,3,2,2,3,3,2,3,6,2,3,4,2,6,2,2,3,3,4,3,3,3,2,3,2,6,3,3,3,3,6,3,5,5,6,3,4,4,3,6,6,5,6,7,6,5,6,6,6,2,6,3,2,5,6,6,6,6,6,6,7,6,6,6,3,4,4,4,4,4,2,6,5,5,6,5,5,6,7,5,5,6,6,6,6,6,6,7,3,7,6,3,6,5
550,40,40,Female,Same as sex,4 years of college,Graphic designers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.88914298918164,-0.2357402101552,0.763623427935064,248.169463101426,11,4.49621212121212,TRUE,FALSE,English,1955,6,6,6,5,7,6,6,7,6,4,1,3,1,2,5,7,5,5,7,6,6,6,2,3,2,4,2,3,2,7,3,3,7,7,7,7,5,1,5,7,7,6,5,7,6,2,6,3,5,7,7,5,7,7,7,7,7,7,7,7,6,7,7,7,7,6,3,1,1,4,1,3,2,1,4,1,3,1,1,2,1,1,3,5,7,3,7,7,1,6,6,7,5,7,7,7,5,5,6,5,5,6,5,7,7,3,5,7,5,7,7,6,3,6,7,7,5,6,7,7,7,7,7,7,7,7,7,7,7,1,1,7,1,2,2,3,1,5,3,1,5,1,5,7,7,7,7,7,5,1,2,7,7,2,5,3,7,7,6,1,1,3,3,5,7,6,3,5,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
551,36,36,Male,"Other, please specify",1 year of college,Actors,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.846822038573666,-0.408267595135001,0.524993986289492,205.406054139721,7,3.18560606060606,TRUE,FALSE,English,2536,7,7,4,7,4,4,4,3,2,3,2,4,4,6,3,2,2,2,2,2,2,2,3,2,3,5,6,4,4,5,5,2,7,7,7,4,7,2,6,7,7,5,1,3,1,4,1,1,1,6,5,6,6,6,6,5,6,5,4,5,4,5,6,3,5,6,2,4,3,6,5,5,5,3,6,3,6,4,2,5,4,6,3,2,3,3,4,5,3,5,3,4,5,3,6,4,5,6,5,1,1,3,5,2,6,1,1,5,6,2,4,2,1,2,5,5,5,3,2,5,5,6,5,5,5,6,4,2,4,1,1,3,2,5,1,1,1,1,1,1,4,1,1,6,4,5,6,6,1,2,6,5,6,1,1,1,7,5,5,1,1,1,7,5,2,4,6,6,4,4,2,2,1,2,3,4,3,4,6,6,4,3,3,1,2,6,7,4,6,4,4,5
553,31,31,Male,Same as sex,5+ years of college,Public relations and fundraising managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.706747214273192,-0.110978415827726,0.442524239622194,231.668841141918,10,10.0265151515152,TRUE,FALSE,English,68,6,6,6,7,7,7,5,5,4,5,1,4,4,4,6,2,2,2,3,5,3,2,4,6,4,5,6,2,5,6,4,4,6,2,6,4,5,2,4,2,3,2,6,6,6,6,6,2,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,3,4,4,2,3,6,4,4,3,4,5,3,1,5,3,4,6,4,5,6,4,5,5,4,2,5,6,5,5,1,2,3,5,6,2,5,4,2,6,3,4,4,6,4,6,2,5,5,5,5,5,6,3,5,6,6,6,4,5,6,2,2,6,6,2,4,6,6,4,6,5,5,4,1,7,5,6,6,6,4,7,7,4,2,4,6,7,7,6,6,7,6,7,6,7,5,6,2,2,6,6,6,2,6,2,5,6,5,5,5,4,5,5,5,5,5,6,6,5,5,6,5,6,4,7,6
555,41,41,Female,Same as sex,5+ years of college,"Lawyers, and judges, magistrates, and other judicial workers",United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.930646735975313,-0.953312506157202,0.898896019245043,188.413347049835,14,5.15151515151515,TRUE,FALSE,English,2640,6,6,6,7,4,4,6,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,5,1,2,6,4,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,6,6,6,5,6,4,4,5,5,6,4,4,6,6,6,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,4,2,7,6,4,6,6,3,6,7,6,5,6,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,3,1,1,4,1,4,1,7,7,1,7,7,2,6,5,6,4,1,6,3,4,1,4,5,6,7,6,2,7,5,4,6,6,4,7,5,6,4,6,6,4,1,2,1,1,1,1,6,5,6,6,6,6,6,6,4,6,7,4,4,4,4,6,4,6,4,6,6,2,6
943,34,34,Female,Same as sex,4 years of college,Writers and authors,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.890293770349026,-0.195265352825686,0.679407290188804,224.98479513562,8,38.8712121212121,TRUE,FALSE,English,578,4,6,1,6,2,2,6,6,6,6,3,4,3,6,3,2,4,4,5,4,3,3,5,5,5,4,4,6,5,7,6,3,6,4,6,5,3,2,5,5,6,4,3,2,1,2,3,2,1,6,6,7,6,7,7,7,7,6,6,6,6,6,6,6,6,7,4,1,4,3,4,6,2,2,3,1,4,3,4,3,3,5,3,5,5,2,5,6,5,5,5,5,5,7,6,5,1,2,1,1,5,5,2,5,1,1,7,2,6,3,1,1,3,3,6,3,6,6,4,7,6,5,5,6,6,6,7,4,6,3,4,5,6,5,3,4,3,6,3,2,4,4,3,4,4,6,7,6,3,1,4,7,6,6,5,5,7,4,6,3,4,5,5,2,6,5,6,6,5,5,2,5,3,6,6,6,6,5,6,7,7,5,5,6,6,5,6,6,5,4,5,6
683,31,31,Female,Same as sex,3 years of college,Executive secretaries and executive administrative assistants,United States,Other race,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.884996374422974,-0.474533569721695,0.717251701677391,235.619234365722,4,8.98106060606061,TRUE,FALSE,English,37,2,3,4,4,4,4,5,6,6,5,1,1,3,2,6,4,2,2,2,3,4,3,2,3,4,3,2,3,4,6,3,4,4,6,7,5,1,2,2,2,2,2,1,4,4,1,2,2,2,6,5,5,6,6,5,6,6,6,5,5,5,6,6,6,5,6,2,3,1,4,1,3,1,1,2,2,1,3,2,2,3,1,2,6,4,5,6,6,6,6,2,6,5,5,6,4,2,5,6,3,4,4,4,2,5,2,6,2,4,2,5,6,3,2,6,6,2,2,5,6,6,5,2,4,5,6,5,2,6,5,4,5,6,6,5,5,6,6,4,5,5,6,6,6,7,7,7,7,4,4,1,6,6,5,5,2,6,6,5,5,6,6,2,3,4,4,4,5,3,6,5,6,6,6,6,6,6,6,5,6,5,5,6,7,6,6,6,6,7,4,5,6
558,28,28,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.881964139167577,-0.555152400053593,0.384706005543919,262.861239557873,5,5.54166666666667,TRUE,FALSE,English,346,7,7,4,7,4,4,2,2,1,2,2,4,4,5,4,1,1,2,6,6,6,6,6,4,4,5,7,4,4,4,3,7,7,7,7,7,4,1,6,6,6,4,3,4,4,4,4,1,4,7,1,4,5,7,1,4,1,5,7,4,6,4,5,4,4,4,5,4,4,7,7,5,2,3,5,3,2,3,2,4,5,7,1,4,4,1,2,7,3,5,6,6,2,6,5,4,3,7,2,1,2,2,4,7,3,1,1,2,4,7,2,1,2,2,6,5,6,4,5,6,5,6,4,7,6,5,6,4,5,1,1,3,1,4,1,1,2,4,2,2,4,2,1,4,4,6,4,4,3,1,2,7,7,1,6,1,7,7,7,4,1,1,7,7,7,7,7,7,6,,,,,,,,,,,,,,,,,,,,,,,
563,68,68,Male,Same as sex,4 years of college,Other construction and related workers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.929751345341435,-0.520881220329083,0.594711994941802,269.79511114622,20,12.9621212121212,TRUE,FALSE,English,5,7,1,7,7,7,7,4,4,4,4,2,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,3,6,1,1,6,6,7,1,1,1,1,1,1,4,1,1,1,1,1,1,1,6,4,4,4,4,4,4,1,4,4,4,4,4,4,4,6,4,2,2,2,6,2,6,2,2,2,3,1,6,2,2,7,5,3,4,1,6,6,5,6,4,2,7,3,6,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,5,1,2,2,2,5,1,1,4,6,5,7,6,7,2,7,4,6,3,1,6,2,4,2,2,5,4,4,1,1,1,5,4,7,7,1,7,4,5,7,7,2,7,1,2,2,4,4,1,6,1,4,4,4,6,6,4,4,5,6,6,4,4,7,4,7,7,1,4,1,1,1
946,37,37,Female,Same as sex,2 years of college,Administrative services managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.817322553847135,-0.23995978212047,0.52143850417052,187.327208151844,6,16.5681818181818,TRUE,FALSE,English,59,7,7,7,7,7,7,5,4,3,4,2,3,4,1,3,2,3,2,2,2,5,5,3,2,3,4,6,7,4,7,5,6,6,7,7,7,5,2,4,3,4,4,4,5,4,3,5,2,4,5,6,6,4,7,6,5,4,5,6,5,6,5,5,6,6,5,3,2,2,2,2,4,2,2,3,2,2,2,1,2,3,2,5,3,4,4,5,6,3,5,3,7,5,6,5,6,2,6,4,1,1,4,2,4,5,1,2,5,2,5,4,1,2,3,4,5,3,2,3,5,4,4,3,5,3,4,4,3,5,5,5,6,6,5,2,2,1,3,2,3,5,1,2,6,6,6,6,7,2,2,2,6,6,2,5,3,6,7,4,4,3,2,5,5,4,3,4,6,4,4,2,2,3,3,3,3,3,3,7,3,5,5,4,4,3,5,6,5,5,2,5,2
560,29,29,Female,Same as sex,3 years of college,"Laborers and freight, stock, and material movers, hand",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.864932593005313,-0.258581194438863,0.569471791344648,183.407372699209,5,3.78787878787879,TRUE,FALSE,English,2100,5,5,4,4,6,5,4,3,3,4,2,5,4,5,3,3,3,2,4,3,3,2,2,3,5,3,5,3,5,6,5,7,7,6,7,6,3,2,3,4,3,4,1,4,1,2,4,1,1,5,5,4,5,5,5,4,5,6,4,5,4,5,6,5,5,6,4,5,3,4,4,3,3,3,2,4,4,3,2,4,4,3,3,3,5,3,5,5,5,6,5,5,6,4,3,3,5,6,3,3,3,5,3,6,3,3,5,6,5,5,3,4,3,6,6,4,5,6,5,5,3,5,6,4,5,4,6,3,4,3,5,5,5,6,2,4,4,5,3,3,6,4,3,6,6,6,7,7,3,2,4,7,6,3,4,5,7,6,6,4,4,4,5,6,6,6,5,4,6,2,2,2,3,2,3,1,2,1,2,4,4,3,2,2,2,4,3,4,4,4,5,4
564,41,41,Male,Same as sex,5+ years of college,Chemical engineers,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.888549644705797,-0.564972756525745,0.811607194433517,227.442415414679,8,8.46590909090909,TRUE,FALSE,English,561,7,7,5,6,5,7,6,6,6,6,2,1,3,2,2,2,2,2,6,6,5,5,2,6,6,2,2,2,3,6,2,3,3,3,6,1,2,1,3,2,2,3,1,2,2,2,3,1,2,6,6,6,6,6,6,6,3,7,6,6,6,6,6,6,6,6,2,1,2,2,1,2,2,2,3,2,1,2,1,1,2,1,6,5,3,5,2,6,6,2,2,6,6,7,7,7,3,5,2,2,5,3,4,5,2,2,2,2,5,5,2,2,1,2,3,6,3,3,2,3,3,3,3,3,3,5,3,5,3,6,2,3,3,3,7,7,7,6,3,3,3,3,6,6,6,6,6,7,3,2,4,3,7,5,5,6,6,2,6,2,6,7,6,2,7,3,5,6,2,5,3,5,6,5,6,6,6,6,5,6,6,6,6,6,6,3,6,3,5,3,5,6
565,38,38,Female,Same as sex,4 years of college,Editors,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.920828807187616,-0.861744715225885,0.786902706402388,179.8677309039,14,3.53787878787879,TRUE,FALSE,English,3142,4,5,4,4,4,4,4,3,4,4,1,1,2,1,2,2,2,1,3,3,2,2,2,4,2,1,2,1,1,4,1,4,6,7,7,7,1,1,1,2,2,1,1,1,1,1,1,1,1,5,5,4,6,5,6,1,2,4,4,6,6,6,4,4,6,6,1,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,5,5,7,5,5,5,6,6,6,6,3,5,6,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,1,4,6,6,6,6,3,3,4,4,2,3,1,1,2,6,7,6,6,7,2,1,2,6,7,1,1,1,7,7,1,1,1,2,4,2,4,2,2,1,3,6,6,5,5,5,4,4,4,4,4,5,5,3,5,2,5,4,4,2,4,4,4,6
566,24,24,Female,Same as sex,4 years of college,"Child, family, and school social workers",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.912467310349345,-0.504248910818577,0.702529262476662,214.628731256934,5,4.29924242424242,TRUE,FALSE,English,211,6,6,2,6,3,1,3,4,4,5,1,1,3,4,2,3,5,2,5,3,2,3,4,4,4,3,5,3,3,6,3,5,6,5,5,5,1,1,2,2,1,1,1,2,1,1,1,1,1,6,5,3,5,5,6,7,6,6,6,6,6,5,4,6,5,6,1,1,1,1,2,2,1,1,2,2,1,2,1,2,2,4,2,7,5,3,5,3,1,5,3,7,6,6,6,5,1,5,5,2,2,3,5,1,6,3,5,5,5,1,5,5,1,3,5,5,5,1,4,5,6,5,3,4,4,5,3,3,3,6,5,5,6,6,2,3,3,6,5,2,5,4,2,6,5,6,6,7,1,1,3,6,7,1,3,4,7,6,6,2,2,2,6,5,2,3,5,5,4,6,5,5,4,3,3,5,6,3,4,6,6,3,6,4,5,6,6,6,6,6,6,7
570,47,47,Female,Same as sex,4 years of college,"Food preparation and serving related workers, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.942001877727096,-0.62275933946709,0.824710376199028,189.572993371897,7,3.73106060606061,TRUE,FALSE,English,2497,6,7,5,7,6,6,4,2,3,4,2,1,4,4,2,1,1,1,2,3,2,2,2,3,2,3,6,2,2,6,1,3,7,7,6,6,3,1,5,5,1,2,1,1,1,1,1,1,1,7,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,7,2,1,1,2,2,2,1,3,2,1,2,1,1,2,1,1,7,6,6,7,6,5,6,4,5,5,5,4,4,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,5,6,6,6,6,2,4,1,3,1,1,2,1,2,6,6,7,5,6,1,4,2,6,7,3,2,5,7,7,4,1,2,3,2,6,7,7,2,6,7,6,6,4,5,5,3,5,4,2,6,4,6,3,5,5,7,6,6,5,6,3,1,6
569,50,50,Male,Same as sex,4 years of college,Computer and information systems managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.902436829234218,-0.502236345753015,0.654166043585367,240.319228940766,7,12.6515151515152,TRUE,FALSE,English,347,6,6,2,6,4,4,4,7,6,6,1,1,2,1,4,1,2,2,2,4,4,2,3,4,5,5,4,3,6,7,3,1,5,6,7,2,5,3,5,3,1,4,1,1,1,1,1,1,1,6,5,6,6,6,7,4,2,6,6,6,4,6,6,6,5,4,4,1,5,1,2,3,1,1,4,6,4,1,1,1,1,2,2,7,3,5,5,6,5,6,5,6,6,5,5,1,4,5,5,1,2,2,2,4,4,1,1,2,4,6,5,5,2,2,2,3,2,1,2,1,1,2,1,1,4,1,3,4,4,6,3,2,6,3,6,5,5,6,3,4,6,6,7,4,4,5,5,5,3,3,6,5,7,6,7,7,7,6,6,4,7,6,2,1,6,3,2,5,4,7,6,6,6,6,6,6,7,6,6,7,4,3,7,6,6,4,7,6,5,1,7,6
