number,DOI
1070,10.1037/t00546-000
1071,10.1037/t30251-000
1072,10.1037/t08547-000
1073,10.1037/t34312-000
1074,10.1037/t23286-000
1075,10.1037/t76261-000
1076,10.1037/t18770-000
1077,10.1037/t27934-000
1078,10.1037/t31635-000
1079,10.1037/t49296-000
1080,10.1037/t30475-000
1081,10.1037/t15047-000
1082,10.1037/t44675-000
1083,10.1037/t00058-000
1084,10.1037/t18911-000
1085,10.1037/t42472-000
1086,10.1037/t37024-000
1087,10.1037/t79486-000
1088,10.1037/t09639-000
1089,10.1037/t02773-000
1090,10.1037/t37183-000
1091,10.1037/t53550-000
1092,10.1037/t09996-000
1093,10.1037/t22311-000
1094,10.1037/t47716-000
1095,10.1037/t59841-000
1096,10.1037/t30778-000
1097,10.1037/t43014-000
1098,10.1037/t32692-000
1099,10.1037/t80381-000
1100,10.1037/t79490-000
1101,10.1037/t75610-000
1102,10.1037/t17161-000
1103,10.1037/t16224-000
1104,10.1037/t01075-000
1105,10.1037/t09461-000
1106,10.1037/t23170-000
1107,10.1037/t42156-000
1108,10.1037/t00061-000
1109,10.1037/t44403-000
1110,10.1037/t46480-000
1111,10.1037/t28125-000
1112,10.1037/t16810-000
1113,10.1037/t46697-000
1114,10.1037/t48558-000
1115,10.1037/t63609-000
1116,10.1037/t11473-000
1117,10.1037/t02477-000
1118,10.1037/t53137-000
1119,10.1037/t36901-000
1120,10.1037/t36986-000
1121,10.1037/t09384-000
1122,10.1037/t08919-000
1123,10.1037/t79707-000
1124,10.1037/t58622-000
1125,10.1037/t48797-000
1126,10.1037/t37071-000
1127,10.1037/t65075-000
1128,10.1037/t00637-000
1129,10.1037/t53683-000
1130,10.1037/t46046-000
1131,10.1037/t63292-000
1132,10.1037/t24134-000
1133,10.1037/t85665-000
1134,10.1037/t18210-000
1135,10.1037/t79390-000
1136,10.1037/t01582-000
1137,10.1037/t45211-000
1138,10.1037/t00827-000
1139,10.1037/t84275-000
1140,10.1037/t87616-000
1141,10.1037/t41592-000
1142,10.1037/t45177-000
1143,10.1037/t59321-000
1144,10.1037/t55156-000
1145,10.1037/t12374-000
1146,10.1037/t18211-000
1147,10.1037/t35328-000
1148,10.1037/t71477-000
1149,10.1037/t78168-000
1150,10.1037/t20766-000
1151,10.1037/t36756-000
1152,10.1037/t65732-000
1153,10.1037/t13965-000
1154,10.1037/t09004-000
1155,10.1037/t81968-000
1156,10.1037/t19677-000
1157,10.1037/t73808-000
1158,10.1037/t03080-000
1159,10.1037/t04531-000
1160,10.1037/t79817-000
1161,10.1037/t75060-000
1162,10.1037/t10558-000
1163,10.1037/t15773-000
1164,10.1037/t71007-000
1165,10.1037/t13435-000
1166,10.1037/t17103-000
1167,10.1037/t79532-000
1168,10.1037/t87531-000
1169,10.1037/t20987-000
1170,10.1037/t19576-000
1171,10.1037/t52807-000
1172,10.1037/t40181-000
1173,10.1037/t63028-000
1174,10.1037/t33170-000
1175,10.1037/t06011-000
1176,10.1037/t11741-000
1177,10.1037/t37965-000
1178,10.1037/t29706-000
1179,10.1037/t29019-000
1180,10.1037/t26338-000
1181,10.1037/t31853-000
1182,10.1037/t06603-000
1183,10.1037/t34051-000
1184,10.1037/t36172-000
1185,10.1037/t22082-000
1186,10.1037/t29664-000
1187,10.1037/t12447-000
1188,10.1037/t28024-000
1189,10.1037/t58559-000
1190,10.1037/t37968-000
1191,10.1037/t75914-000
1192,10.1037/t20940-000
1193,10.1037/t11510-000
1194,10.1037/t03557-000
1195,10.1037/t69412-000
1196,10.1037/t79128-000
1197,10.1037/t24067-000
1198,10.1037/t35138-000
1199,10.1037/t28243-000
1200,10.1037/t84980-000
1201,10.1037/t27275-000
1202,10.1037/t22869-000
1203,10.1037/t27141-000
1204,10.1037/t12767-000
1205,10.1037/t11969-000
1206,10.1037/t10994-000
1207,10.1037/t67860-000
1208,10.1037/t86627-000
1209,10.1037/t16879-000
1210,10.1037/t01435-000
1211,10.1037/t17318-000
1212,10.1037/t41073-000
1213,10.1037/t15615-000
1214,10.1037/t24891-000
1215,10.1037/t29393-000
1216,10.1037/t49867-000
1217,10.1037/t81551-000
1218,10.1037/t06017-000
1219,10.1037/t84052-000
1220,10.1037/t41076-000
1221,10.1037/t17722-000
1222,10.1037/t38546-000
1223,10.1037/t77187-000
1224,10.1037/t11670-000
1225,10.1037/t14935-000
1226,10.1037/t06077-000
1227,10.1037/t69426-000
1228,10.1037/t42529-000
1229,10.1037/t55351-000
1230,10.1037/t07842-000
1231,10.1037/t70347-000
1232,10.1037/t21266-000
1233,10.1037/t64081-000
1234,10.1037/t19155-000
1235,10.1037/t03140-000
1236,10.1037/t34273-000
1237,10.1037/t79337-000
1238,10.1037/t39294-000
1239,10.1037/t44907-000
1240,10.1037/t19582-000
1241,10.1037/t21627-000
1242,10.1037/t22692-000
1243,10.1037/t18720-000
1244,10.1037/t00362-000
1245,10.1037/t63410-000
1246,10.1037/t20260-000
1247,10.1037/t63486-000
1248,10.1037/t33760-000
1249,10.1037/t52102-000
1250,10.1037/t22821-000
1251,10.1037/t20184-000
1252,10.1037/t39709-000
1253,10.1037/t76595-000
1254,10.1037/t69547-000
1255,10.1037/t42800-000
1256,10.1037/t84237-000
1257,10.1037/t08915-000
1258,10.1037/t14078-000
1259,10.1037/t74784-000
1260,10.1037/t09969-000
1261,10.1037/t61707-000
1262,10.1037/t16718-000
1263,10.1037/t13720-000
1264,10.1037/t06361-000
1265,10.1037/t74837-000
1266,10.1037/t30375-000
1267,10.1037/t79116-000
1268,10.1037/t03482-000
1269,10.1037/t86049-000
1270,10.1037/t38775-000
1271,10.1037/t19051-000
1272,10.1037/t25843-000
1273,10.1037/t08858-000
1274,10.1037/t72942-000
1275,10.1037/t66748-000
1276,10.1037/t03811-000
1277,10.1037/t18178-000
1278,10.1037/t18053-000
1279,10.1037/t36818-000
1280,10.1037/t58403-000
1281,10.1037/t79296-000
1282,10.1037/t78038-000
1283,10.1037/t60578-000
1284,10.1037/t69072-000
1285,10.1037/t66141-000
1286,10.1037/t22818-000
1287,10.1037/t13484-000
1288,10.1037/t39383-000
1289,10.1037/t77009-000
1290,10.1037/t12413-000
1291,10.1037/t26224-000
1292,10.1037/t68348-000
1293,10.1037/t66337-000
1294,10.1037/t00602-000
1295,10.1037/t18473-000
1296,10.1037/t41129-000
1297,10.1037/t23174-000
1298,10.1037/t37977-000
1299,10.1037/t21923-000
1300,10.1037/t03017-000
1301,10.1037/t01010-000
1302,10.1037/t53569-000
1303,10.1037/t72709-000
1304,10.1037/t63755-000
1305,10.1037/t60688-000
1306,10.1037/t24801-000
1307,10.1037/t80402-000
1308,10.1037/t00233-000
1309,10.1037/t03029-000
1310,10.1037/t29880-000
1311,10.1037/t37671-000
1312,10.1037/t15847-000
1313,10.1037/t17893-000
1314,10.1037/t14592-000
1315,10.1037/t42322-000
1316,10.1037/t11456-000
1317,10.1037/t29114-000
1318,10.1037/t50542-000
1319,10.1037/t26643-000
1320,10.1037/t60111-000
1321,10.1037/t51964-000
1322,10.1037/t30107-000
1323,10.1037/t40963-000
1324,10.1037/t26263-000
1325,10.1037/t62278-000
1326,10.1037/t15822-000
1327,10.1037/t76591-000
1328,10.1037/t28342-000
1329,10.1037/t04516-000
1330,10.1037/t62886-000
1331,10.1037/t67366-000
1332,10.1037/t81245-000
1333,10.1037/t51082-000
1334,10.1037/t13338-000
1335,10.1037/t73768-000
1336,10.1037/t28314-000
1337,10.1037/t14066-000
1338,10.1037/t09280-000
1339,10.1037/t02664-000
1340,10.1037/t59746-000
1341,10.1037/t81835-000
1342,10.1037/t26206-000
1343,10.1037/t32071-000
1344,10.1037/t39647-000
1345,10.1037/t61780-000
1346,10.1037/t03158-000
1347,10.1037/t20667-000
1348,10.1037/t12651-000
1349,10.1037/t39645-000
1350,10.1037/t80921-000
1351,10.1037/t21508-000
1352,10.1037/t07063-000
1353,10.1037/t19246-000
1354,10.1037/t54179-000
1355,10.1037/t04524-000
1356,10.1037/t46098-000
1357,10.1037/t72504-000
1358,10.1037/t65703-000
1359,10.1037/t58556-000
1360,10.1037/t07457-000
1361,10.1037/t45610-000
1362,10.1037/t34058-000
1363,10.1037/t10321-000
1364,10.1037/t78012-000
1365,10.1037/t84749-000
1366,10.1037/t09454-000
1367,10.1037/t23723-000
1368,10.1037/t30859-000
1369,10.1037/t16778-000
1370,10.1037/t29969-000
1371,10.1037/t82299-000
1372,10.1037/t56704-000
1373,10.1037/t83139-000
1374,10.1037/t23888-000
1375,10.1037/t19819-000
1376,10.1037/t20084-000
1377,10.1037/t01287-000
1378,10.1037/t21010-000
1379,10.1037/t44181-000
1380,10.1037/t00959-000
1381,10.1037/t32454-000
1382,10.1037/t64970-000
1383,10.1037/t17734-000
1384,10.1037/t86237-000
1385,10.1037/t01270-000
1386,10.1037/t31485-000
1387,10.1037/t18727-000
1388,10.1037/t26844-000
1389,10.1037/t19712-000
1390,10.1037/t84334-000
1391,10.1037/t82361-000
1392,10.1037/t29815-000
1393,10.1037/t31371-000
1394,10.1037/t59857-000
1395,10.1037/t19129-000
1396,10.1037/t65244-000
1397,10.1037/t07949-000
1398,10.1037/t22187-000
1399,10.1037/t09832-000
1400,10.1037/t72446-000
1401,10.1037/t00056-000
1402,10.1037/t23717-000
1403,10.1037/t43022-000
1404,10.1037/t49434-000
1405,10.1037/t27065-000
1406,10.1037/t71170-000
1407,10.1037/t17158-000
1408,10.1037/t18438-000
1409,10.1037/t12053-000
1410,10.1037/t70032-000
1411,10.1037/t67724-000
1412,10.1037/t18119-000
1413,10.1037/t12748-000
1414,10.1037/t02747-000
1415,10.1037/t34382-000
1416,10.1037/t52496-000
1417,10.1037/t77809-000
1418,10.1037/t81010-000
1419,10.1037/t59812-000
1420,10.1037/t86989-000
1421,10.1037/t23090-000
1422,10.1037/t11661-000
1423,10.1037/t01343-000
1424,10.1037/t47497-000
1425,10.1037/t48077-000
1426,10.1037/t34143-000
1427,10.1037/t43964-000
1428,10.1037/t66414-000
1429,10.1037/t11922-000
1430,10.1037/t43730-000
1431,10.1037/t65790-000
1432,10.1037/t52820-000
1433,10.1037/t01201-000
1434,10.1037/t60413-000
1435,10.1037/t59333-000
1436,10.1037/t65934-000
1437,10.1037/t33033-000
1438,10.1037/t44528-000
1439,10.1037/t03860-000
1440,10.1037/t19666-000
1441,10.1037/t19210-000
1442,10.1037/t16699-000
1443,10.1037/t15255-000
1444,10.1037/t30566-000
1445,10.1037/t23925-000
1446,10.1037/t23467-000
1447,10.1037/t68368-000
1448,10.1037/t37348-000
1449,10.1037/t83985-000
1450,10.1037/t79081-000
1451,10.1037/t67523-000
1452,10.1037/t16967-000
1453,10.1037/t63085-000
1454,10.1037/t22574-000
1455,10.1037/t27996-000
1456,10.1037/t07719-000
1457,10.1037/t22004-000
1458,10.1037/t40529-000
1459,10.1037/t54882-000
1460,10.1037/t67794-000
1461,10.1037/t27981-000
1462,10.1037/t87105-000
1463,10.1037/t84973-000
1464,10.1037/t32606-000
1465,10.1037/t31960-000
1466,10.1037/t26674-000
1467,10.1037/t61393-000
1468,10.1037/t74256-000
1469,10.1037/t75540-000
1470,10.1037/t53871-000
1471,10.1037/t09865-000
1472,10.1037/t67643-000
1473,10.1037/t41823-000
1474,10.1037/t62821-000
1475,10.1037/t02772-000
1476,10.1037/t79368-000
1477,10.1037/t61272-000
1478,10.1037/t00846-000
1479,10.1037/t37918-000
1480,10.1037/t53957-000
1481,10.1037/t36899-000
1482,10.1037/t21907-000
1483,10.1037/t76374-000
1484,10.1037/t67290-000
1485,10.1037/t75115-000
1486,10.1037/t30285-000
1487,10.1037/t00158-000
1488,10.1037/t72410-000
1489,10.1037/t26754-000
1490,10.1037/t31884-000
1491,10.1037/t24611-000
1492,10.1037/t32125-000
1493,10.1037/t70828-000
1494,10.1037/t11652-000
1495,10.1037/t30789-000
1496,10.1037/t19137-000
1497,10.1037/t29782-000
1498,10.1037/t20190-000
1499,10.1037/t32408-000
1500,10.1037/t80061-000
1501,10.1037/t09314-000
1502,10.1037/t74773-000
1503,10.1037/t47251-000
1504,10.1037/t06169-000
1505,10.1037/t79274-000
1506,10.1037/t42057-000
1507,10.1037/t24724-000
1508,10.1037/t48953-000
1509,10.1037/t68762-000
1510,10.1037/t02974-000
1511,10.1037/t09185-000
1512,10.1037/t27935-000
1513,10.1037/t42077-000
1514,10.1037/t81727-000
1515,10.1037/t58974-000
1516,10.1037/t71429-000
1517,10.1037/t35067-000
1518,10.1037/t67368-000
1519,10.1037/t87461-000
1520,10.1037/t65591-000
1521,10.1037/t04994-000
1522,10.1037/t76592-000
1523,10.1037/t35094-000
1524,10.1037/t15883-000
1525,10.1037/t46890-000
1526,10.1037/t47806-000
1527,10.1037/t64796-000
1528,10.1037/t10335-000
1529,10.1037/t14952-000
1530,10.1037/t20610-000
1531,10.1037/t43008-000
1532,10.1037/t47769-000
1533,10.1037/t39362-000
1534,10.1037/t37081-000
1535,10.1037/t52700-000
1536,10.1037/t66438-000
1537,10.1037/t67834-000
1538,10.1037/t85202-000
1539,10.1037/t86351-000
1540,10.1037/t48081-000
1541,10.1037/t53078-000
1542,10.1037/t33195-000
1543,10.1037/t46097-000
1544,10.1037/t31032-000
1545,10.1037/t51085-000
1546,10.1037/t78153-000
1547,10.1037/t20654-000
1548,10.1037/t81800-000
1549,10.1037/t32602-000
1550,10.1037/t67763-000
1551,10.1037/t63317-000
1552,10.1037/t85383-000
1553,10.1037/t26564-000
1554,10.1037/t44165-000
1555,10.1037/t24897-000
1556,10.1037/t85256-000
1557,10.1037/t32117-000
1558,10.1037/t18974-000
1559,10.1037/t45340-000
1560,10.1037/t86588-000
1561,10.1037/t30863-000
1562,10.1037/t60862-000
1563,10.1037/t19181-000
1564,10.1037/t13730-000
1565,10.1037/t78521-000
1566,10.1037/t73964-000
1567,10.1037/t43444-000
1568,10.1037/t37958-000
1569,10.1037/t35169-000
1570,10.1037/t24125-000
1571,10.1037/t30940-000
1572,10.1037/t19609-000
1573,10.1037/t31554-000
1574,10.1037/t05357-000
1575,10.1037/t82985-000
1576,10.1037/t42832-000
1577,10.1037/t36850-000
1578,10.1037/t02202-000
1579,10.1037/t84891-000
1580,10.1037/t39601-000
1581,10.1037/t33778-000
1582,10.1037/t69808-000
1583,10.1037/t68180-000
1584,10.1037/t50837-000
1585,10.1037/t08293-000
1586,10.1037/t46140-000
1587,10.1037/t82297-000
1588,10.1037/t01849-000
1589,10.1037/t70077-000
1590,10.1037/t12523-000
1591,10.1037/t53127-000
1592,10.1037/t25617-000
1593,10.1037/t09392-000
1594,10.1037/t63271-000
1595,10.1037/t32893-000
1596,10.1037/t21039-000
1597,10.1037/t83221-000
1598,10.1037/t20304-000
1599,10.1037/t79531-000
1600,10.1037/t30318-000
1601,10.1037/t57970-000
1602,10.1037/t08935-000
1603,10.1037/t70687-000
1604,10.1037/t29697-000
1605,10.1037/t17792-000
1606,10.1037/t24361-000
1607,10.1037/t36631-000
1608,10.1037/t46131-000
1609,10.1037/t28998-000
1610,10.1037/t49744-000
1611,10.1037/t40549-000
1612,10.1037/t53183-000
1613,10.1037/t15497-000
1614,10.1037/t13074-000
1615,10.1037/t50704-000
1616,10.1037/t28394-000
1617,10.1037/t74178-000
1618,10.1037/t67141-000
1619,10.1037/t36177-000
1620,10.1037/t32810-000
1621,10.1037/t14759-000
1622,10.1037/t09301-000
1623,10.1037/t66184-000
1624,10.1037/t39913-000
1625,10.1037/t20531-000
1626,10.1037/t26068-000
1627,10.1037/t22067-000
1628,10.1037/t84886-000
1629,10.1037/t69693-000
1630,10.1037/t03702-000
1631,10.1037/t12293-000
1632,10.1037/t79032-000
1633,10.1037/t18266-000
1634,10.1037/t18213-000
1635,10.1037/t86978-000
1636,10.1037/t43741-000
1637,10.1037/t81190-000
1638,10.1037/t79031-000
1639,10.1037/t75867-000
1640,10.1037/t29816-000
1641,10.1037/t74563-000
1642,10.1037/t45202-000
1643,10.1037/t65132-000
1644,10.1037/t83545-000
1645,10.1037/t74986-000
1646,10.1037/t33855-000
1647,10.1037/t21446-000
1648,10.1037/t21895-000
1649,10.1037/t67186-000
1650,10.1037/t37981-000
1651,10.1037/t50151-000
1652,10.1037/t27896-000
1653,10.1037/t23348-000
1654,10.1037/t20528-000
1655,10.1037/t15766-000
1656,10.1037/t13758-000
1657,10.1037/t54075-000
1658,10.1037/t62976-000
1659,10.1037/t32983-000
1660,10.1037/t09729-000
1661,10.1037/t40561-000
1662,10.1037/t36233-000
1663,10.1037/t61185-000
1664,10.1037/t35826-000
1665,10.1037/t18195-000
1666,10.1037/t24145-000
1667,10.1037/t36612-000
1668,10.1037/t22403-000
1669,10.1037/t19955-000
1670,10.1037/t11432-000
1671,10.1037/t39850-000
1672,10.1037/t32374-000
1673,10.1037/t26179-000
1674,10.1037/t42512-000
1675,10.1037/t61358-000
1676,10.1037/t38777-000
1677,10.1037/t17574-000
1678,10.1037/t25361-000
1679,10.1037/t32625-000
1680,10.1037/t13446-000
1681,10.1037/t35505-000
1682,10.1037/t25495-000
1683,10.1037/t20300-000
1684,10.1037/t23052-000
1685,10.1037/t23362-000
1686,10.1037/t60525-000
1687,10.1037/t75444-000
1688,10.1037/t20341-000
1689,10.1037/t48408-000
1690,10.1037/t25763-000
1691,10.1037/t70670-000
1692,10.1037/t85782-000
1693,10.1037/t33610-000
1694,10.1037/t70453-000
1695,10.1037/t27807-000
1696,10.1037/t23840-000
1697,10.1037/t38746-000
1698,10.1037/t67826-000
1699,10.1037/t85136-000
1700,10.1037/t32094-000
1701,10.1037/t23778-000
1702,10.1037/t59968-000
1703,10.1037/t81004-000
1704,10.1037/t18556-000
1705,10.1037/t78559-000
1706,10.1037/t36566-000
1707,10.1037/t18698-000
1708,10.1037/t42191-000
1709,10.1037/t20251-000
1710,10.1037/t18129-000
1711,10.1037/t32846-000
1712,10.1037/t41891-000
1713,10.1037/t60242-000
1714,10.1037/t87093-000
1715,10.1037/t26839-000
1716,10.1037/t28634-000
1717,10.1037/t00712-000
1718,10.1037/t52531-000
1719,10.1037/t17716-000
1720,10.1037/t30432-000
1721,10.1037/t13178-000
1722,10.1037/t81795-000
1723,10.1037/t77423-000
1724,10.1037/t42911-000
1725,10.1037/t05660-000
1726,10.1037/t00046-000
1727,10.1037/t41316-000
1728,10.1037/t84989-000
1729,10.1037/t06114-000
1730,10.1037/t16772-000
1731,10.1037/t75616-000
1732,10.1037/t86310-000
1733,10.1037/t59175-000
1734,10.1037/t10600-000
1735,10.1037/t79191-000
1736,10.1037/t09733-000
1737,10.1037/t41438-000
1738,10.1037/t38853-000
1739,10.1037/t81732-000
1740,10.1037/t02983-000
1741,10.1037/t09055-000
1742,10.1037/t11454-000
1743,10.1037/t27146-000
1744,10.1037/t44136-000
1745,10.1037/t30112-000
1746,10.1037/t01670-000
1747,10.1037/t68353-000
1748,10.1037/t25335-000
1749,10.1037/t84671-000
1750,10.1037/t20399-000
1751,10.1037/t27407-000
1752,10.1037/t79154-000
1753,10.1037/t14794-000
1754,10.1037/t20889-000
1755,10.1037/t31875-000
1756,10.1037/t40014-000
1757,10.1037/t22980-000
1758,10.1037/t34502-000
1759,10.1037/t77388-000
1760,10.1037/t06923-000
1761,10.1037/t39390-000
1762,10.1037/t75903-000
1763,10.1037/t79460-000
1764,10.1037/t86390-000
1765,10.1037/t58354-000
1766,10.1037/t81937-000
1767,10.1037/t17238-000
1768,10.1037/t33383-000
1769,10.1037/t73735-000
1770,10.1037/t31601-000
1771,10.1037/t68217-000
1772,10.1037/t25462-000
1773,10.1037/t52355-000
1774,10.1037/t59743-000
1775,10.1037/t12545-000
1776,10.1037/t69859-000
1777,10.1037/t60867-000
1778,10.1037/t23403-000
1779,10.1037/t31656-000
1780,10.1037/t01694-000
1781,10.1037/t61783-000
1782,10.1037/t50573-000
1783,10.1037/t38730-000
1784,10.1037/t71107-000
1785,10.1037/t21993-000
1786,10.1037/t62466-000
1787,10.1037/t20828-000
1788,10.1037/t43121-000
1789,10.1037/t31336-000
1790,10.1037/t10682-000
1791,10.1037/t06570-000
1792,10.1037/t07916-000
1793,10.1037/t64710-000
1794,10.1037/t41570-000
1795,10.1037/t24152-000
1796,10.1037/t64883-000
1797,10.1037/t15998-000
1798,10.1037/t27708-000
1799,10.1037/t78473-000
1800,10.1037/t16863-000
1801,10.1037/t13127-000
1802,10.1037/t40257-000
1803,10.1037/t61958-000
1804,10.1037/t76212-000
1805,10.1037/t81523-000
1806,10.1037/t15431-000
1807,10.1037/t06971-000
1808,10.1037/t09121-000
1809,10.1037/t39098-000
1810,10.1037/t64782-000
1811,10.1037/t51359-000
1812,10.1037/t21461-000
1813,10.1037/t83741-000
1814,10.1037/t71458-000
1815,10.1037/t34445-000
1816,10.1037/t03116-000
1817,10.1037/t11321-000
1818,10.1037/t53368-000
1819,10.1037/t75646-000
1820,10.1037/t27951-000
1821,10.1037/t66557-000
1822,10.1037/t40114-000
1823,10.1037/t15738-000
1824,10.1037/t22086-000
1825,10.1037/t46235-000
1826,10.1037/t85538-000
1827,10.1037/t55729-000
1828,10.1037/t54850-000
1829,10.1037/t65672-000
1830,10.1037/t09842-000
1831,10.1037/t22799-000
1832,10.1037/t33751-000
1833,10.1037/t13264-000
1834,10.1037/t75907-000
1835,10.1037/t43734-000
1836,10.1037/t26566-000
1837,10.1037/t45145-000
1838,10.1037/t10304-000
1839,10.1037/t56493-000
1840,10.1037/t78682-000
1841,10.1037/t11070-000
1842,10.1037/t26717-000
1843,10.1037/t81852-000
1844,10.1037/t78804-000
1845,10.1037/t34100-000
1846,10.1037/t47161-000
1847,10.1037/t27418-000
1848,10.1037/t08577-000
1849,10.1037/t15251-000
1850,10.1037/t70340-000
1851,10.1037/t16705-000
1852,10.1037/t32843-000
1853,10.1037/t84425-000
1854,10.1037/t04719-000
1855,10.1037/t79420-000
1856,10.1037/t53370-000
1857,10.1037/t68900-000
1858,10.1037/t16105-000
1859,10.1037/t46824-000
1860,10.1037/t70341-000
1861,10.1037/t14137-000
1862,10.1037/t18288-000
1863,10.1037/t00861-000
1864,10.1037/t19996-000
1865,10.1037/t27324-000
1866,10.1037/t85391-000
1867,10.1037/t10341-000
1868,10.1037/t83899-000
1869,10.1037/t00499-000
1870,10.1037/t37102-000
1871,10.1037/t55344-000
1872,10.1037/t16123-000
1873,10.1037/t68102-000
1874,10.1037/t75423-000
1875,10.1037/t10651-000
1876,10.1037/t32222-000
1877,10.1037/t87312-000
1878,10.1037/t86089-000
1879,10.1037/t46669-000
1880,10.1037/t66761-000
1881,10.1037/t12555-000
1882,10.1037/t22389-000
1883,10.1037/t21018-000
1884,10.1037/t14309-000
1885,10.1037/t20728-000
1886,10.1037/t45756-000
1887,10.1037/t01145-000
1888,10.1037/t25712-000
1889,10.1037/t41555-000
1890,10.1037/t59150-000
1891,10.1037/t52468-000
1892,10.1037/t64657-000
1893,10.1037/t85881-000
1894,10.1037/t83645-000
1895,10.1037/t35587-000
1896,10.1037/t29686-000
1897,10.1037/t23082-000
1898,10.1037/t60126-000
1899,10.1037/t12762-000
1900,10.1037/t71359-000
1901,10.1037/t02328-000
1902,10.1037/t16813-000
1903,10.1037/t87727-000
1904,10.1037/t87476-000
1905,10.1037/t29968-000
1906,10.1037/t35858-000
1907,10.1037/t61728-000
1908,10.1037/t30467-000
1909,10.1037/t61107-000
1910,10.1037/t48801-000
1911,10.1037/t32596-000
1912,10.1037/t86454-000
1913,10.1037/t22126-000
1914,10.1037/t81161-000
1915,10.1037/t13293-000
1916,10.1037/t26070-000
1917,10.1037/t74686-000
1918,10.1037/t23049-000
1919,10.1037/t70472-000
1920,10.1037/t72952-000
